name,platform,year_of_release,genre,sales
Mortal Kombat,PS3,2011,Fighting,1.98
Madden NFL 10,X360,2009,Sports,2.52
WWE SmackDown! vs. Raw,PS2,2002,Fighting,1.32
BioShock,X360,2007,Shooter,1.65
Metroid Prime,GC,2002,Shooter,1.96
Assassin's Creed: Brotherhood,PS3,2010,Action,1.87
Finding Nemo,GBA,2003,Action,1.59
Zumba Fitness 2,Wii,2011,Sports,1.51
Myst,PC,1994,Adventure,0.02
Medal of Honor,PS3,2010,Shooter,1.28
Need for Speed: Most Wanted,PS3,2012,Racing,0.71
Imagine: Fashion Designer,DS,2007,Simulation,1.32
WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,1.32
Hot Shots Golf,PS,1997,Sports,0.29
A Bug's Life,PS,1998,Platform,1.96
WWF SmackDown! Just Bring It,PS2,2001,Fighting,1.19
inFAMOUS: Second Son,PS4,2014,Action,1.28
Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,0
Mortal Kombat Trilogy,PS,1996,Fighting,1.98
Monster Hunter Tri,3DS,2011,Role-Playing,0.46
NBA Street,PS2,2001,Sports,2.19
Jak II,PS2,2003,Platform,1.68
Ratchet & Clank: Going Commando,PS2,2003,Platform,1.44
Need for Speed: Hot Pursuit,PS3,2010,Racing,1.05
Skylanders: Spyro's Adventure,Wii,2011,Action,1.35
Battlefield 3,PC,2011,Shooter,0.89
Mortal Kombat X,PS4,2015,Fighting,1.5
The Sims,PS2,2003,Simulation,1.41
Killzone 3,PS3,2011,Shooter,1.45
Star Wars: The Force Unleashed,X360,2008,Action,1.74
Minecraft,XOne,2014,Misc,1.61
Yoshi's Island DS,DS,2006,Platform,1.45
Saints Row: The Third,X360,2011,Action,1.25
Missile Command,2600,1980,Shooter,2.56
Mario Paint,SNES,1992,Misc,1.43
Tekken 6,PS3,2009,Fighting,1.2
Pokémon Stadium 2,N64,2000,Strategy,1.02
Metroid,NES,1986,Action,1.33
Sonic and the Secret Rings,Wii,2007,Platform,1.21
FIFA 16,PS3,2015,Sports,0.41
The Legend of Zelda: A Link to the Past,GBA,2002,Action,1.75
Onimusha: Warlords,PS2,2001,Action,0.99
Mario Party,N64,1998,Misc,1.25
L.A. Noire,X360,2011,Adventure,1.52
Call of Duty 3,X360,2006,Shooter,1.49
Madden NFL 12,X360,2011,Sports,2.42
LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,1.85
Killzone: Shadow Fall,PS4,2013,Shooter,0.89
Madden NFL 11,X360,2010,Sports,2.38
Burnout 3: Takedown,PS2,2004,Racing,1.23
Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,0
Mortal Kombat,GEN,1992,Fighting,1.95
Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,1.63
Professor Layton and the Last Specter,DS,2009,Puzzle,0.28
Call Of Duty 2: Big Red One,PS2,2005,Shooter,1.48
Medal of Honor,PS,1998,Shooter,1.44
Fable,XB,2004,Role-Playing,1.99
Guitar Hero: World Tour,X360,2008,Misc,1.78
FIFA 17,XOne,2016,Sports,0.43
Hannah Montana,DS,2006,Action,1.59
Tom Clancy's Splinter Cell,PS2,2003,Action,1.15
Super Mario Bros.: The Lost Levels,NES,1986,Platform,0
Need for Speed: Shift,PS3,2009,Racing,0.69
Star Wars: Shadows of the Empire,N64,1996,Action,2
Medal of Honor Heroes,PSP,2006,Shooter,0.86
Final Fantasy XIII-2,PS3,2011,Role-Playing,0.78
Midnight Club: Street Racing,PS2,2000,Racing,2
Skate 3,X360,2010,Sports,1.47
ESPN NFL 2K5,PS2,2004,Sports,2.15
Halo Wars,X360,2009,Strategy,1.54
NBA 2K12,X360,2011,Sports,2.31
Pac-Man: Adventures in Time,PSP,2006,Fighting,0.76
FIFA Soccer 10,X360,2009,Sports,0.59
Medal of Honor,X360,2010,Shooter,1.56
Harry Potter and the Chamber of Secrets,PS2,2002,Action,0.9
Streets of Rage,GEN,1990,Action,1.86
God of War Collection,PS3,2009,Action,1.7
NBA Live 2005,PS2,2004,Sports,2.03
Mario Strikers Charged,Wii,2007,Sports,1.05
FIFA Soccer 09,PS3,2008,Sports,0.48
Style Savvy,DS,2008,Simulation,0.62
WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,1.4
LEGO Star Wars: The Complete Saga,X360,2007,Action,1.53
Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,1.31
Madden NFL 08,PS2,2007,Sports,2.14
Monster Hunter Freedom 2,PSP,2007,Role-Playing,0.37
Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,0.93
Super Mario All-Stars: Limited Edition,Wii,2010,Platform,0.99
Sonic Adventure 2 Battle,GC,2001,Platform,1.7
Dragon Warrior II,NES,1987,Role-Playing,0.15
Ghostbusters: The Video Game (DS Version),X360,2009,Action,1.04
Madden NFL 13,PS3,2012,Sports,2.11
Dragon Age: Origins,X360,2009,Role-Playing,1.76
Pokémon Colosseum,GC,2003,Role-Playing,1.21
LittleBigPlanet,PSP,2009,Platform,0.64
Madden NFL 09,X360,2008,Sports,2.21
Space Invaders,2600,,Shooter,2.36
Crazy Taxi,PS2,2001,Racing,1.13
Art Academy,DS,2010,Misc,0.26
NBA 2K14,X360,2013,Sports,2.1
Perfect Dark,N64,2000,Action,1.55
Skylanders Giants,Wii,2012,Action,1.48
Dragon Warrior,NES,1986,Role-Playing,0.49
Deca Sports,Wii,2008,Sports,1.11
PES 2009: Pro Evolution Soccer,PS2,2008,Sports,0.13
Mario Party 2,N64,1999,Misc,1.28
Marvel: Ultimate Alliance,X360,2006,Role-Playing,2.29
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,1.84
Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,1.81
Game Party,Wii,2007,Misc,1.47
Bloodborne,PS4,2015,Action,1.03
Tomb Raider: The Last Revelation,PS,1998,Action,1.15
Mario Party 4,GC,2002,Misc,1.13
Pure,X360,2008,Racing,1.38
Rock Band,X360,,Misc,1.93
NBA 2K13,PS3,2012,Sports,1.73
Saints Row: The Third,PS3,2011,Action,0.86
Resistance 2,PS3,2008,Shooter,1.15
NBA 2K15,PS4,2014,Sports,1.47
Final Fantasy V,SNES,1992,Role-Playing,0
Final Fantasy Tactics,PS,1997,Role-Playing,0.93
Midnight Club: Los Angeles,PS3,2008,Racing,1.56
Twisted Metal 2,PS,1996,Racing,2.12
The Sims: Bustin' Out,PS2,2003,Simulation,1.07
Riven: The Sequel to Myst,PC,1997,Adventure,1.52
LEGO Harry Potter: Years 1-4,Wii,2010,Action,1.28
Need for Speed (2015),PS4,2015,Racing,0.5
Call of Duty: Infinite Warfare,XOne,2016,Shooter,1.46
Madden NFL 16,XOne,2015,Sports,2.08
Ice Hockey,NES,1988,Sports,1.27
Sonic Adventure,DC,1998,Platform,1.26
Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,1.56
uDraw Studio,Wii,2010,Misc,1.65
Tomb Raider (2013),PS3,2013,Action,0.6
Need for Speed Carbon: Own the City,PSP,2006,Racing,0.87
Dragon Ball Z: Budokai 2,PS2,2003,Fighting,1.63
pro evolution soccer 2011,PS3,2010,Sports,0.29
ATV Offroad Fury,PS2,2001,Racing,2.07
Dino Crisis,PS,1998,Action,0.81
Need for Speed: ProStreet,PS2,2007,Racing,0.69
Halo: Combat Evolved Anniversary,X360,2011,Shooter,1.44
Tetris Plus,PS,1996,Puzzle,2.1
Pro Wrestling,NES,1987,Fighting,0.77
Theme Hospital,PC,1997,Strategy,2.3
Frogger's Adventures: Temple of the Frog,GBA,,Adventure,2.15
Monopoly,PC,1994,Misc,1.49
,GEN,1993,,1.78
Guitar Hero,PS2,2005,Misc,1.67
Madden NFL 11,PS3,2010,Sports,2.04
WCW/nWo Revenge,N64,1998,Fighting,1.94
Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,1.16
Dead Island,X360,2011,Action,1.48
Half-Life 2,PC,2004,Shooter,2.28
The Incredibles,PS2,2004,Action,0.96
Madden NFL 08,X360,2007,Sports,2.18
Tony Hawk's Underground 2,PS2,2004,Sports,1.25
Zumba Fitness,X360,2010,Sports,1.74
Madden NFL 10,PS3,2009,Sports,2.03
Kirby's Dream Land 2,GB,1995,Platform,0.69
Midnight Club: Los Angeles,X360,2008,Racing,1.68
Donkey Kong Land II,GB,1996,Platform,1.39
Dragon Warrior Monsters,GB,1998,Role-Playing,0
Kinect: Disneyland Adventures,X360,2011,Misc,1.73
WWE SmackDown vs Raw 2008,PS2,2007,Fighting,0.92
The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,1.15
LEGO Indiana Jones: The Original Adventures,Wii,,Action,1.51
Resident Evil - Code: Veronica X,PS2,2001,Action,1.08
NBA 2K16,XOne,2015,Sports,1.95
Kinect Sports: Season Two,X360,2011,Sports,1.38
My Fitness Coach,Wii,2008,Sports,1.18
Mario Tennis,N64,2000,Sports,0.78
Grand Theft Auto,PS,1997,Action,0.79
James Bond 007: Everything or Nothing,PS2,2004,Shooter,0.85
Need For Speed: High Stakes,PS,1999,Racing,1.58
Chrono Trigger,SNES,1995,Role-Playing,0.28
Guild Wars 2,PC,2012,Action,0.96
Cool Boarders 3,PS,1998,Sports,1.65
Paper Mario: Sticker Star,3DS,2012,Role-Playing,1.12
WarioWare Touched!,DS,2004,Puzzle,0.51
Batman: Arkham Origins,PS3,2013,Action,1.07
Tomb Raider II,PC,1997,Action,0.91
Yokai Watch Busters,3DS,2015,Action,0
LEGO Star Wars: The Complete Saga,PS3,2007,Action,1.02
Need for Speed Underground 2,XB,2004,Racing,1.38
Pro Evolution Soccer 2010,PS3,2009,Sports,0.3
Mario Bros.,NES,1983,Platform,0.51
FIFA Soccer 09,PS2,2008,Sports,0.38
LEGO Harry Potter: Years 1-4,DS,2010,Action,1.07
The Sims 3,X360,2010,Simulation,1.27
Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,0.94
TOCA Touring Car Championship,PS,1997,Racing,0.07
Dead Island,PS3,2011,Action,1.08
Kirby: Nightmare in Dream Land,GBA,2002,Platform,1.22
Wario Land 4,GBA,2001,Platform,0.9
Sonic's Ultimate Genesis Collection,PS3,2009,Misc,1.34
Far Cry: Primal,PS4,2016,Action,0.6
Battlefield 1,XOne,2016,Shooter,1.28
Onimusha 2: Samurai's Destiny,PS2,2002,Adventure,0.62
Cool Boarders 2,PS,1997,Sports,1.52
Paper Mario: The Thousand-Year Door,GC,2004,Role-Playing,1.48
Madden NFL 12,PS3,2011,Sports,1.93
God of War: Ascension,PS3,2013,Action,1.23
Guitar Hero III: Legends of Rock,PS3,2007,Misc,1.4
Sonic Advance,GBA,2001,Platform,1.19
Super Monkey Ball: Banana Blitz,Wii,2006,Misc,1.05
Just Dance Kids,Wii,2010,Misc,1.52
Call of Duty 3,Wii,,Shooter,1.17
New Super Luigi U,WiiU,2013,Platform,1.25
Assassin's Creed IV: Black Flag,XOne,2013,Action,1.48
Spyro: Season of Ice,GBA,2001,Platform,1.29
Dissidia: Final Fantasy,PSP,2008,Fighting,0.51
Madden NFL 25,X360,2013,Sports,1.98
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,1990,Action,1.74
Dance Dance Revolution X2,PS2,2009,Simulation,1.09
Borderlands 2,PS3,2012,Shooter,1.05
Prince of Persia: The Sands of Time,PS2,2003,Action,0.88
Monster Hunter Tri,Wii,2009,Role-Playing,0.65
LEGO Marvel Super Heroes,X360,2013,Action,1.24
The Legend of Zelda: Link's Awakening DX,GB,1998,Adventure,1
Resident Evil 4,Wii,2007,Action,1.32
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,0.55
Star Wars: The Force Unleashed,PS3,2008,Action,1.01
Devil May Cry 3: Dante's Awakening Special Edition,PS2,2006,Action,1.06
Frogger,2600,1981,Action,2.06
Guitar Hero II,X360,2007,Misc,2.01
Forza Motorsport 5,XOne,2013,Racing,1.21
Rock Band 2,X360,2008,Misc,1.78
Pro Yakyuu Family Stadium,NES,1986,Sports,0.15
Wario Land 3,GB,2000,Platform,1.11
Need for Speed: Hot Pursuit,X360,2010,Racing,1.03
LEGO Indiana Jones: The Original Adventures,DS,2008,Action,1.4
BioShock 2,X360,2010,Shooter,1.45
High School Musical: Makin' the Cut!,DS,2007,Puzzle,1.06
Star Wars: Knights of the Old Republic,XB,2003,Role-Playing,1.68
Kirby's Pinball Land,GB,1992,Misc,0.87
Donkey Kong Country,GB,2000,Platform,1.04
Madden NFL 15,PS4,2014,Sports,1.54
Pro Evolution Soccer 2012,PS3,2011,Action,0.34
Saints Row,X360,2006,Action,1.17
Yu-Gi-Oh: Duel Monsters 4,GB,2000,Role-Playing,0
ATV Offroad Fury 2,PS2,2002,Racing,1.92
FIFA 15,XOne,2014,Sports,0.6
Mario & Luigi: Superstar Saga,GBA,2003,Role-Playing,1.48
Star Wars: Rogue Squadron,N64,1998,Simulation,1.6
Tennis,NES,1984,Sports,0.48
Tom Clancy's The Division,XOne,2016,Shooter,1.29
Final Fantasy XIII,X360,2010,Role-Playing,1.28
The Sims: House Party,PC,2001,Simulation,1.23
Scribblenauts,DS,2009,Puzzle,1.67
Sonic Unleashed,Wii,2008,Platform,1.26
Syphon Filter 2,PS,2000,Shooter,1.5
Pokemon Ranger,DS,2006,Role-Playing,1.28
Volleyball,NES,1987,Sports,0.14
Skylanders SWAP Force,Wii,2013,Platform,1.21
Overwatch,PS4,2016,Shooter,0.81
Hitman: Absolution,PS3,2012,Action,0.59
SimCity 2000,PC,1992,Simulation,1.2
R.C. Pro-Am,NES,1988,Racing,1.47
Super Mario RPG: Legend of the Seven Stars,SNES,1996,Role-Playing,0.66
Mahjong,NES,1983,Misc,0.01
Demon Attack,2600,1981,Shooter,1.99
Call of Duty: Roads to Victory,PSP,2007,Shooter,0.52
Dance Dance Revolution Extreme,PS2,2004,Simulation,1.04
Final Fantasy Tactics Advance,GBA,2003,Role-Playing,0.82
Your Shape featuring Jenny McCarthy,Wii,2009,Sports,1.49
Project Gotham Racing,XB,2001,Racing,1.37
Golf,GB,1989,Sports,0.83
NBA 2K12,PS3,2011,Sports,1.62
Tony Hawk's Pro Skater,N64,2000,Sports,1.68
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,1.68
PES 2009: Pro Evolution Soccer,PS3,2008,Sports,0.11
Dynasty Warriors 4,PS2,2003,Action,0.63
NBA 2K14,PS3,2013,Sports,1.44
Parasite Eve,PS,1998,Role-Playing,0.94
Tetris DS,DS,2006,Puzzle,0.63
Project Gotham Racing (JP weekly sales),XB,2002,Action,1.54
Scooby-Doo! Night of 100 Frights,PS2,2002,Platform,1.17
Battlefield: Hardline,PS4,2015,Shooter,0.71
Mortal Kombat,X360,2011,Fighting,1.63
Borderlands,PS3,2009,Shooter,1.2
Devil May Cry 3: Dante's Awakening,PS2,2005,Action,0.99
Derby Stallion,PS,1997,Sports,0
NBA 2K11,X360,2010,Action,1.84
Finding Nemo,PS2,2003,Action,1.26
Dying Light,PS4,2015,Action,0.96
Yokai Watch,3DS,2013,Role-Playing,0.25
Dead Rising,X360,2006,Action,1.16
World of Warcraft: Cataclysm,PC,2010,Role-Playing,1.77
Tetris Worlds,PS2,2002,Puzzle,1.11
Final Fantasy III,DS,2006,Role-Playing,0.89
Sim Theme Park,PC,1998,Strategy,2.04
Mario Party 5,GC,2003,Misc,0.97
Rock Band,Wii,,Misc,1.33
Warcraft: Orcs & Humans,PC,1994,Strategy,0.89
Mario & Luigi: Dream Team,3DS,2013,Role-Playing,0.89
Portal 2,X360,2011,Shooter,1.41
Mario Sports Mix,Wii,2010,Sports,0.88
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,1.77
Spec Ops: Airborne Commando,PS,2002,Shooter,1.54
The Sims 2: Pets,DS,2006,Simulation,0.92
Dance Dance Revolution: Hottest Party,Wii,2007,Simulation,1.35
DriveClub,PS4,2014,Racing,0.36
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,2001,Strategy,1.64
UFC 2009 Undisputed,X360,2009,Fighting,1.48
Metal Gear Solid: Peace Walker,PSP,2010,Action,0.46
Kirby's Epic Yarn,Wii,2010,Platform,1.42
Wipeout: The Game,Wii,2009,Misc,1.94
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,2005,Role-Playing,0.71
The Incredibles,GBA,2004,Action,1.15
R4: Ridge Racer Type 4,PS,1998,Racing,0.68
Kingdom Hearts: Birth by Sleep,PSP,2010,Role-Playing,0.63
Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,1.2
SoulCalibur II,PS2,2003,Fighting,1.06
Need for Speed: ProStreet,X360,2007,Racing,1.04
Sonic Mega Collection,GC,2002,Misc,1.47
Ghostbusters: The Video Game (DS Version),PS3,2010,Action,0.6
Madden NFL 15,X360,2014,Sports,1.77
Need For Speed: Undercover,PS3,2008,Racing,0.63
Toy Story 3: The Video Game,DS,2010,Action,0.89
NBA Jam,GEN,1992,Sports,1.75
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,2006,Shooter,1.74
Peter Jackson's King Kong: The Official Game of the Movie,PS2,2005,Action,0.71
Need for Speed: ProStreet,PS3,2007,Racing,0.73
Donkey Kong Country,GBA,2003,Platform,1.2
Dance Central 2,X360,2011,Misc,1.45
PGR4 - Project Gotham Racing 4,X360,2007,Racing,0.48
1080°: TenEighty Snowboarding,N64,1998,Sports,1.25
Carnival Games,DS,2008,Misc,1.21
NBA Live 2004,PS2,2003,Sports,1.57
Call of Duty 2,X360,2005,Shooter,1.82
Rayman Raving Rabbids: TV Party,Wii,2008,Misc,0.72
Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,1.15
Dark Souls,PS3,2011,Role-Playing,0.75
Just Dance 3,X360,2011,Misc,1.47
Battlefield 4,XOne,2013,Shooter,1.25
Fire Emblem: Awakening,3DS,2012,Role-Playing,0.9
Need for Speed: The Run,PS3,2011,Action,0.58
Just Dance 2015,Wii,2014,Misc,0.99
Dragon Age: Inquisition,PS4,2014,Role-Playing,0.73
Super Street Fighter II,SNES,1993,Fighting,0.52
Dead Space,PS3,2008,Action,1.05
Mortal Kombat vs. DC Universe,PS3,2008,Fighting,1.48
TouchMaster,DS,2007,Puzzle,0.48
Tenchu: Stealth Assassins,PS,1997,Action,0.95
Tennis,GB,1989,Sports,0.75
Harry Potter and the Chamber of Secrets,GBA,2002,Action,1.21
Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,1.06
Skate 3,PS3,2010,Sports,0.79
SimCity,SNES,1991,Simulation,0.93
Harry Potter and the Chamber of Secrets,PS,2002,Action,0.75
Need for Speed Rivals,PS4,2013,Racing,0.73
Spyro: Enter the Dragonfly,PS2,2002,Platform,0.74
Devil May Cry 2,PS2,2003,Action,0.71
E.T.: The Extra Terrestrial,2600,1981,Action,1.84
Hot Shots Golf: Open Tee,PSP,2004,Sports,0.5
Minecraft,PSV,2014,Misc,0.18
Soccer,NES,1985,Sports,0.18
Rad Racer,NES,1986,Racing,1.13
Forza Horizon,X360,2012,Racing,0.82
Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,1.09
Crash Nitro Kart,PS2,2003,Racing,0.74
Resident Evil 6,X360,2012,Shooter,1.12
Grand Theft Auto: San Andreas,XB,2005,Action,1.26
Star Wars: Dark Forces,PC,1994,Shooter,1.09
NBA Street Vol. 2,PS2,2003,Sports,1.69
Def Jam Vendetta,PS2,2003,Fighting,0.95
Kirby Squeak Squad,DS,2006,Platform,0.78
Burnout Paradise,PS3,2008,Racing,1.01
Who wants to be a millionaire,PC,1999,Misc,1.94
Alleyway,GB,1989,Puzzle,0.96
Scooby Doo and the Cyber Chase,PS,2001,Adventure,0.59
The Sims 3,PS3,2010,Simulation,0.73
FIFA Soccer 09,X360,2008,Sports,0.49
Dragon Ball Z: Budokai 3,PS2,2004,Fighting,1.09
Call of Duty: World at War,Wii,2008,Shooter,1.17
Jet Moto 2,PS,1997,Racing,1.41
Tom Clancy's Ghost Recon,PS2,2002,Shooter,1.42
BioShock Infinite,X360,2013,Shooter,1.22
X-Men Legends,PS2,2004,Role-Playing,1
Mortal Kombat II,SNES,1993,Fighting,1.48
Virtua Fighter 2,SAT,1995,Fighting,0.34
Mortal Kombat vs. DC Universe,X360,2008,Fighting,1.53
Destiny: The Taken King,PS4,2015,Shooter,0.78
Tetris DX,GB,1998,Puzzle,1.06
The Legend of Zelda: Oracle of Ages,GB,2001,Action,0.92
Destiny,X360,2014,Shooter,1.31
Red Faction,PS2,2001,Shooter,0.76
The Sims: Makin' Magic,PC,2003,Simulation,1.03
Mario Party: Island Tour,3DS,2013,Misc,0.62
MX Unleashed,PS2,2004,Racing,0.94
PaRappa The Rapper,PS,1996,Misc,0.26
Guitar Hero: World Tour,PS3,2008,Misc,1.1
Need for Speed: Shift,X360,2009,Racing,0.73
Mario Party 3,N64,2000,Misc,0.72
Diablo III,PS3,2013,Role-Playing,0.72
LittleBigPlanet 3,PS4,2014,Platform,0.66
Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,1.03
Tomb Raider (2013),X360,2013,Action,0.86
Mario Super Sluggers,Wii,2008,Sports,1.48
Donkey Kong Country Returns,3DS,2013,Platform,0.74
Monopoly,Wii,2008,Misc,0.86
Madden NFL 09,PS3,2008,Sports,1.56
Batman: Arkham Origins,X360,2013,Action,1.15
Game Party 2,Wii,2008,Misc,1.28
Yu-Gi-Oh! Forbidden Memories,PS,1999,Role-Playing,1.37
Mortal Kombat: Deception,PS2,2004,Fighting,0.92
Hot Shots Golf 2,PS,1999,Sports,0.25
Medal of Honor: European Assault (All Region sales),PS2,2005,Shooter,0.89
NBA 2K17,PS4,2016,Sports,1.25
Toy Story Mania!,Wii,2009,Misc,1.04
WCW Nitro,PS,1998,Fighting,1.42
High School Musical: Sing It!,PS2,2007,Misc,0.47
Star Fox Adventures,GC,2002,Adventure,0.96
FIFA 2000,PS,1998,Sports,0.22
Madden NFL 25,PS3,2013,Sports,1.6
Dynasty Warriors 3,PS2,2001,Action,0.53
The Legend of Zelda: Oracle of Seasons,GB,2001,Adventure,0.87
Ratchet & Clank Future: A Crack in Time,PS3,2009,Platform,1.05
Madden NFL 06,XB,2005,Sports,1.75
Shrek 2,PS2,2004,Platform,1.12
Turok 2: Seeds of Evil,N64,1997,Platform,1.37
The Legend of Dragoon,PS,1999,Role-Playing,0.94
SingStar,PS2,2004,Misc,0
Star Wars: The Force Unleashed,Wii,2008,Action,1.11
NBA Live 2002,PS2,2001,Sports,0.91
Just Cause 3,PS4,2015,Action,0.47
Chrono Cross,PS,1999,Role-Playing,0.62
Jak 3,PS2,2004,Platform,1.33
Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,1.26
Pinball,NES,1984,Action,0.8
Max Payne 3,PS3,2012,Shooter,0.59
Gran Turismo Concept 2001 Tokyo,PS2,2001,Racing,0
LEGO Marvel Super Heroes,PS3,2013,Action,0.77
Phineas and Ferb,DS,2009,Action,1.32
NCAA Football 06,PS2,2005,Sports,1.53
"Hey You, Pikachu!",N64,1998,Simulation,0.83
Rayman Raving Rabbids 2,Wii,2007,Misc,0.82
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,2005,Misc,1.31
Jet Moto,PS,1996,Racing,1.33
Kirby: Triple Deluxe,3DS,2014,Platform,0.61
Secret of Mana,SNES,1993,Role-Playing,0.25
GoldenEye 007 (2010),Wii,2010,Action,0.84
Sonic Classic Collection,DS,2010,Platform,0.92
Air Combat,PS,1995,Simulation,0.92
Diablo III,PS4,2014,Role-Playing,0.51
inFAMOUS 2,PS3,2011,Action,1.05
World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,0.84
Sonic & Knuckles,GEN,1994,Platform,1.24
Namco Museum,PS2,2001,Misc,1.73
The Sims: Hot Date,PC,2001,Simulation,1.81
Demon's Souls,PS3,2009,Role-Playing,0.97
The Orange Box,X360,2007,Shooter,1.09
DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,1.05
Crazy Taxi,DC,2000,Racing,1.1
Virtua Fighter 4,PS2,2002,Fighting,0.78
Mafia III,PS4,2016,Action,0.42
Sly 2: Band of Thieves,PS2,2004,Platform,0.88
Guitar Hero: World Tour,PS2,2008,Misc,1
Sonic Advance 2,GBA,2002,Platform,0.93
Madden NFL 07,X360,2006,Sports,1.66
NFL GameDay 2000,PS,1999,Sports,1
NBA 2K11,PS3,2010,Action,1.41
Forza Motorsport 6,XOne,2015,Racing,0.73
The Evil Within,PS4,2014,Action,0.55
Metroid Prime 3: Corruption,Wii,2007,Shooter,0.89
The Legend of Zelda: The Wind Waker,WiiU,2013,Action,0.92
Disney's The Lion King,SNES,1994,Platform,1.26
Professor Layton and the Mask of Miracle,3DS,2011,Puzzle,0.32
Midnight Club II,PS2,2003,Racing,1.25
SpongeBob SquarePants: SuperSponge,PS,2001,Action,1.12
The Getaway: Black Monday,PS2,2004,Action,0.39
50 Cent: Bulletproof,PS2,2005,Action,0.85
Final Fantasy II,SNES,1991,Role-Playing,0.24
Kirby 64: The Crystal Shards,N64,2000,Platform,0.63
Dead or Alive 3,XB,2001,Fighting,1.19
Dragon Quest Monsters: Joker,DS,2006,Role-Playing,0.23
LEGO Star Wars III: The Clone Wars,Wii,2011,Action,1.01
High School Musical: Sing It!,Wii,2007,Misc,1.15
Metroid II: Return of Samus,GB,1991,Adventure,0.85
WWF Attitude,PS,1998,Fighting,1.27
UFC 2009 Undisputed,PS3,2009,Fighting,1.07
The SpongeBob SquarePants Movie,PS2,2004,Platform,1.06
Golden Sun,GBA,2001,Role-Playing,0.93
Sonic the Hedgehog 3,GEN,1994,Platform,1.02
Kid Icarus,NES,1986,Platform,0.53
Def Jam: Fight for NY,PS2,2004,Fighting,0.86
Tom Clancy's Ghost Recon,XB,2002,Shooter,1.23
State of Emergency,PS2,2002,Action,0.86
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,2007,Action,1.26
The Urbz: Sims in the City,PS2,2004,Simulation,0.52
Star Wars: Starfighter,PS2,2001,Simulation,0.61
Madden NFL 2000,PS,1998,Sports,1.68
Star Wars: Battlefront,XB,2004,Shooter,1.24
Pro Evolution Soccer,PS2,2001,Sports,0.06
Madden NFL 17,PS4,2016,Sports,1.25
Just Cause 2,PS3,2010,Action,0.45
Disney's Aladdin,SNES,1993,Platform,0.94
Kirby's Adventure,NES,1993,Platform,0.79
Yoshi,NES,1991,Puzzle,0.7
The Elder Scrolls Online,PS4,2015,Role-Playing,0.67
FIFA Soccer 08,PS3,2007,Sports,0.35
Crackdown,X360,2007,Shooter,1
Wii Party U,WiiU,2013,Misc,0.3
Dance Dance Revolution X,PS2,2008,Simulation,0.85
2 Games in 1: Disney Princess & The Lion King,GBA,2004,Misc,1.25
Kingdom Hearts,PS3,2013,Role-Playing,0.9
Star Wars Episode I: The Phantom Menace,PS,1999,Adventure,0.72
Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,0.63
Watch Dogs,PS3,2014,Action,0.56
Kinect Star Wars,X360,2012,Action,1.05
Dragon's Dogma,PS3,2012,Role-Playing,0.41
Cruis'n USA,N64,1996,Racing,1.69
Madden NFL 99,PS,1998,Sports,1.66
The Order: 1886,PS4,2015,Shooter,0.61
SSX Tricky,PS2,2001,Sports,0.85
Knack,PS4,2013,Platform,0.43
Twisted Metal III,PS,1998,Action,1.48
Harry Potter and the Sorcerer's Stone,GB,2001,Action,0.94
Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,0.2
Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,0.95
Hitman: Absolution,X360,2012,Action,0.68
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,2003,Action,0.85
